CustomerID	TotalSpend	Frequency	Recency
15388	130.6	9	5044
15389	500.0	1	4946
15392	1515.7	85	4778
15393	231.9	12	4790
15394	2183.5	85	4783
15395	107.5	7	5099
15396	288.2	14	4886
15397	94.0	6	5063
15398	1339.6	74	4790
15399	815.8	50	4775
15400	666.7	13	4866
15402	626.8	42	4922
15405	349.1	8	4963
15406	426.6	58	4792
15407	1025.2	152	4807
15408	267.2	34	5038
15410	3450.8	122	4858
15411	1323.0	99	4800
15412	190.5	10	4945
15414	774.9	39	4783
15415	510.4	46	5087
15416	3974.4	193	4838
15417	508.8	28	4859
15419	135.9	8	4798
15421	950.4	53	4832
15422	97.7	6	5097
15423	43.5	2	4812
15424	383.3	17	5028
15426	1429.9	300	4793
15427	1470.0	303	4807
15428	93.8	6	4789
15429	364.3	82	4800
15432	171.2	10	4797
15433	417.9	53	4853
15434	997.5	59	4782
15435	144.3	28	4796
15436	1114.4	323	4786
15437	193.4	43	5036
15438	156.6	25	4905
15440	383.7	62	4828
15442	594.0	2	5022
15443	3195.4	382	4775
15444	1416.3	218	4783
15445	113.5	5	5038
15447	155.2	9	5104
15448	494.6	28	5086
15449	971.2	62	4800
15450	429.8	30	4804
15452	532.2	55	4803
15453	1387.1	284	4775
15454	165.6	24	5136
15456	438.0	58	5057
15457	231.1	54	5036
15458	161.6	7	4799
15460	216.8	58	5128
15462	234.6	11	4868
15463	126.1	7	4803
15464	1042.3	155	5112
15465	6945.0	104	4793
15466	334.5	57	4859
15467	511.9	53	4783
15468	438.5	29	4809
15469	504.5	27	4817
15471	469.5	77	4776
15472	371.6	76	4887
15473	1465.2	14	4788
15475	454.1	29	4851
15478	1441.4	46	4814
15480	903.2	44	4890
15482	6568.7	127	4789
15483	223.3	83	4935
15484	3558.6	188	4775
15485	2539.7	81	4804
15488	91.3	2	4866
15489	1077.3	54	4796
15491	3090.8	155	4869
15492	659.5	35	4802
15493	1954.5	296	4806
15494	1299.2	125	4795
15497	1259.7	16	4791
15498	12357.2	519	4774
15500	1131.6	68	4782
15502	5421.9	248	4789
15503	147.1	70	5136
15504	52.8	13	4855
15505	3293.1	97	4826
15506	953.6	156	4796
15507	492.4	46	4945
15508	987.5	91	4963
15510	250.0	1	5104
15511	909.2	160	4785
15512	105.7	6	4929
15513	14459.4	309	4805
15514	2963.2	218	4786
15516	62.4	15	4818
15517	267.0	27	5007
15518	1906.9	219	4838
15520	343.5	18	4775
15521	2574.6	200	4810
15522	398.8	57	4806
15523	412.0	10	4858
15524	440.0	1	4798
15525	811.0	180	4776
15526	148.4	4	4807
15527	2348.8	166	4792
15528	229.3	26	5028
15529	3913.3	663	4796
15530	1502.4	108	4795
15531	1993.2	223	4782
15532	1508.6	260	4799
15533	745.8	85	4793
15535	457.8	77	4947
15537	110.9	24	4937
15539	538.5	41	4781
15540	213.3	15	4785
15541	82.5	27	4888
15543	127.9	28	5062
15544	3532.4	259	4782
15545	292.7	81	4828
15547	4935.1	698	4781
15549	1655.8	116	4851
15550	575.6	61	4778
15551	436.1	29	4810
15552	90.1	17	4991
15553	437.2	56	4834
15554	217.2	14	5051
15555	4699.8	915	4786
15556	279.8	31	4798
15557	473.7	20	4802
15561	695.7	30	4785
15562	134.6	1	5125
15563	1319.7	117	4782
15565	173.2	8	4824
15567	186.0	7	4792
15568	758.3	53	4776
15569	1375.7	31	4877
15570	4055.1	327	4781
15571	650.4	57	4785
15572	2552.9	215	4778
15573	607.5	104	4805
15574	702.2	168	4951
15576	940.7	45	4811
15577	258.9	39	4925
15578	127.1	13	4936
15579	348.6	51	4842
15581	3430.0	151	4894
15582	677.9	43	4798
15584	722.6	125	4797
15585	455.3	31	4950
15587	913.7	9	4824
15589	446.4	29	5026
15590	-30.2	1	5063
15592	388.6	24	4820
15593	199.8	5	4844
15594	1767.5	104	4789
15596	1299.8	80	4874
15597	315.7	23	4803
15598	235.7	16	4809
15599	756.7	51	4800
15601	6664.2	404	4785
15602	1083.6	54	4782
15603	48.5	2	4852
15604	216.4	17	4826
15605	1184.7	66	4810
15606	2368.0	89	4831
15607	100.2	11	5110
15608	1079.8	59	4802
15609	270.0	18	4956
15610	112.5	6	4825
15611	1568.4	45	4783
15612	195.1	6	4810
15615	10360.0	429	4784
15618	747.0	49	4806
15619	336.4	3	4784
15620	1524.4	104	4824
15621	1158.8	18	4778
15622	3224.5	214	4777
15623	301.0	19	4915
15624	588.1	34	4890
15625	1504.6	68	4874
15626	660.8	48	4848
15628	2865.6	157	4778
15630	1161.7	59	4819
15632	3111.1	174	4789
15634	243.5	15	4791
15636	724.8	25	4863
15637	223.4	15	4826
15638	-94.0	2	5075
15639	415.2	23	4908
15640	12428.3	494	4778
15641	1839.2	115	4879
15643	647.4	36	4953
15644	805.4	235	4940
15645	612.0	52	4792
15646	412.4	35	4931
15648	599.9	28	4978
15649	816.0	2	5110
15651	646.3	32	4810
15652	337.7	21	4865
15653	877.4	6	4866
15654	922.5	21	4783
15655	511.3	37	5007
15656	748.5	47	4819
15657	30.0	1	4796
15658	939.0	55	4964
15659	306.5	11	4817
15660	1534.7	93	4799
15661	309.8	5	5091
15663	138.1	9	4880
15664	358.6	19	4824
15665	2179.6	114	4942
15667	301.3	13	4813
15668	76.3	1	4991
15669	677.7	35	4814
15670	173.1	12	5070
15671	2635.5	81	4792
15673	2881.0	155	4862
15674	1744.0	135	4847
15675	323.7	21	4855
15676	3304.3	215	4783
15677	657.2	33	4823
15678	352.7	12	4826
15679	781.3	110	4798
15680	1323.5	77	4783
15681	946.4	67	4792
15683	193.8	10	4891
15687	2981.5	168	4782
15689	254.1	9	4893
15690	239.8	19	4778
15691	136.8	2	5026
15692	191.0	12	4802
15694	6410.1	78	4774
15695	410.0	22	5040
15696	2624.7	176	4807
15699	309.7	18	4791
15700	664.0	89	4946
15701	1542.1	237	4776
15703	211.5	5	5038
15704	2293.6	117	4914
15705	143.1	6	4975
15706	1001.8	59	4833
15707	937.2	212	4809
15708	3329.7	297	4814
15709	133.3	6	5057
15712	1072.4	53	4783
15713	346.7	20	4917
15714	330.9	35	4785
15716	1115.5	117	4919
15717	150.3	7	5008
15719	5034.8	935	4806
15720	598.7	128	4798
15721	502.0	90	4785
15722	2124.5	69	4809
15723	203.1	41	5138
15724	212.3	12	4975
15725	415.3	32	4789
15727	5179.0	302	4790
15728	-134.8	4	4823
15729	62.0	6	4972
15730	1108.4	73	4839
15732	294.1	14	4986
15733	162.3	10	5056
15734	1339.4	26	4888
15737	1111.8	80	4788
15738	4788.8	176	4792
15739	449.1	8	4840
15740	154.9	9	4823
15743	784.5	88	4790
15744	34.8	3	4851
15745	1071.2	65	4782
15746	183.0	29	4908
15747	974.0	93	4786
15748	149.3	21	4814
15749	21535.9	15	5009
15750	2397.7	289	4776
15752	2621.3	410	4813
15753	79.2	1	5078
15754	455.7	29	4824
15755	2318.9	149	4775
15756	528.8	190	4835
15757	709.4	44	4839
15758	205.3	9	4798
15759	248.0	6	4992
15762	583.8	37	4839
15763	1028.9	62	4805
15764	3240.4	187	4855
15766	315.1	11	4838
15768	581.8	28	4889
15769	51823.7	147	4781
15773	635.7	10	4779
15774	270.8	25	4842
15775	104.9	7	5019
15776	241.6	18	4907
15777	1021.6	22	5015
15780	475.3	29	4957
15781	333.6	21	4799
15782	2593.9	44	4783
15783	246.3	14	4784
15785	2303.7	87	4803
15786	4814.4	279	4817
15787	948.1	206	4800
15789	321.3	23	5132
15790	220.8	35	4784
15791	1604.4	76	4817
15793	949.0	13	4783
15795	605.0	41	4923
15796	2656.9	133	4775
15797	2207.4	8	4887
15799	874.8	97	4849
15800	696.5	118	4881
15801	1020.7	67	4820
15802	-451.4	3	4916
15803	415.8	8	4825
15804	3843.5	273	4774
15805	5441.7	306	4797
15806	784.6	31	4820
15807	903.9	48	4824
15808	3705.0	209	5080
15809	399.2	43	4809
15810	1145.4	112	4852
15811	2171.3	139	4791
15812	1801.1	41	4881
15813	1303.9	40	4981
15814	1842.7	74	4777
15815	2100.6	49	4837
15819	1900.4	122	4823
15820	207.0	17	5093
15821	571.0	62	4818
15822	885.5	33	4777
15823	-840.8	17	5111
15825	528.4	18	4946
15826	1587.0	65	4825
15827	1641.5	134	4847
15829	612.7	50	4873
15830	547.7	41	4803
15831	747.8	69	4832
15832	836.8	54	5028
15834	2065.7	271	4844
15835	954.1	50	4818
15836	117.5	12	4819
15837	392.0	24	4838
15838	33350.8	169	4785
15839	1020.7	65	4799
15840	345.7	28	4832
15841	1209.1	50	4838
15843	118.9	8	5077
15844	130.7	11	4820
15845	3650.9	140	4791
15847	389.3	22	4812
15850	232.1	96	4793
15852	160.7	22	4960
15853	110.8	30	4825
15854	2960.6	137	4778
15855	712.2	80	4910
15856	16099.7	641	4778
15857	297.0	14	4792
15858	1413.6	188	4789
15860	977.2	142	4814
15861	2978.9	542	4786
15862	832.9	147	4782
15863	68.8	18	4799
15864	1769.8	24	4796
15865	884.6	39	4814
15866	230.5	45	4875
15867	3788.7	460	4779
15869	149.6	15	5051
15870	349.0	75	4806
15872	360.9	128	4788
15874	4315.5	136	4837
15877	440.8	131	4775
15880	311.3	104	5143
15881	426.4	31	5086
15882	495.4	24	4972
15883	386.4	47	4776
15885	379.4	18	4866
15886	181.1	12	4834
15888	141.3	14	4853
15889	446.9	93	4930
15891	519.5	61	5000
15894	258.5	40	5027
15895	179.2	11	4923
15897	222.0	24	4968
15898	1384.7	87	4775
15899	46.4	3	5142
15900	351.1	51	4797
15901	363.9	116	4790
15903	5065.9	69	4783
15904	164.7	30	4782
15906	1517.6	150	4793
15907	962.8	248	4777
15909	191.9	7	4947
15910	1223.5	264	4774
15912	259.5	18	4952
15916	1451.3	155	4790
15917	123.1	12	5021
15918	332.5	39	4964
15919	624.8	140	4793
15920	167.5	60	4928
15921	336.0	25	4946
15922	363.6	12	5146
15923	127.1	21	5146
15925	207.2	12	4968
15930	426.6	21	4841
15932	2446.2	118	4778
15933	1107.5	74	4795
15935	416.9	12	5013
15937	145.4	7	4838
15938	404.6	18	4886
15939	6102.3	77	4863
15940	31.8	2	5085
15942	337.4	14	4907
15944	325.1	6	5050
15945	181.0	2	5139
15947	1708.2	29	4856
15948	955.2	60	4782
15949	364.7	19	4790
15950	1685.5	102	4775
15951	637.0	41	4775
15952	806.6	91	4807
15953	1634.5	103	4789
15955	4389.8	185	4798
15957	428.9	42	4805
15958	104.4	7	4848
15963	470.8	28	4793
15965	845.6	122	4791
15967	416.2	81	4797
15969	582.9	21	4776
15970	314.1	11	5077
15971	4199.9	35	4791
15973	99.8	6	5009
15974	3360.8	172	4813
15975	371.0	24	4858
15976	428.8	97	4939
15977	1054.7	65	4791
15978	1098.8	49	4851
15980	2398.9	43	4862
15981	3408.5	97	4798
15983	1475.0	113	4796
15984	2807.4	272	4776
15985	990.6	36	4897
15986	168.1	14	4804
15987	1446.6	139	4786
15988	158.0	27	4793
15990	792.1	52	4818
15992	42.0	3	4777
15993	2729.2	554	4782
15994	427.1	35	4828
15996	1039.7	130	4862
15998	3079.1	508	4810
16000	12393.7	9	4776
16003	2735.4	103	4803
16005	613.4	215	4786
16006	101.4	8	4985
16007	1666.7	372	4821
16008	478.8	33	4797
16009	992.7	90	4796
16010	407.5	86	5019
16011	3359.0	211	4782
16012	1415.3	94	4809
16013	33366.3	151	4777
16014	650.2	147	4809
16015	685.9	183	4777
16016	1483.3	237	4777
16017	211.9	32	4821
16018	408.9	28	4813
16019	3450.2	165	4775
16020	851.0	46	4790
16022	628.3	76	5034
16023	719.8	101	4820
16024	251.2	64	4786
16025	439.7	28	4803
16026	236.1	32	4817
16027	852.1	17	4865
16029	50992.6	274	4812
16030	331.2	29	5083
16031	539.2	98	4866
16033	8667.1	1134	4779
16034	437.7	22	4970
16036	753.9	54	4861
16037	855.0	39	5043
16038	454.3	28	4781
16040	1313.6	65	4839
16041	3166.4	6	4804
16042	1147.4	75	4796
16043	774.0	39	4811
16045	1330.5	82	4893
16048	243.7	9	4859
16049	1099.9	310	4814
16050	137.9	10	4947
16052	362.1	34	4828
16053	1511.9	84	4806
16054	783.9	70	4919
16055	134.8	8	4994
16056	664.9	68	4819
16057	2140.2	134	4778
16059	1459.9	180	4839
16061	-30.0	1	5043
16062	1133.5	60	4783
16063	335.3	23	5034
16065	372.1	74	5139
16066	1521.9	102	4790
16070	852.2	33	4796
16071	326.2	21	4818
16072	584.3	23	5062
16073	94.4	2	5065
16076	2173.5	131	4777
16078	79.2	1	5057
16079	1352.0	21	4790
16080	176.6	11	4855
16081	2800.4	226	4830
16083	1257.6	29	4874
16084	436.2	38	5073
16085	981.5	167	4797
16086	1119.3	40	4833
16091	315.1	18	4928
16092	779.4	53	4872
16093	17.0	1	4880
16094	1041.8	67	4785
16096	320.6	12	5038
16097	185.1	10	5014
16098	2005.6	67	4861
16099	731.9	39	4824
16101	1246.0	83	4783
16102	1713.1	56	4816
16103	1429.6	48	4781
16104	302.4	29	4835
16105	337.0	13	5022
16106	108.4	6	4839
16107	3204.2	31	4791
16108	816.1	49	4858
16109	611.9	18	4992
16110	1337.5	354	4819
16112	195.7	16	4917
16113	161.4	30	4957
16114	135.8	8	4944
16115	1651.3	281	4783
16116	592.9	35	4979
16117	232.2	30	4963
16119	423.4	16	4782
16120	1294.1	32	4833
16121	860.6	207	4831
16122	684.4	38	4847
16123	307.8	16	4825
16124	187.2	16	5090
16125	289.4	13	5141
16126	6287.8	117	4803
16127	656.3	40	4813
16128	1875.2	88	4791
16131	3506.5	78	4825
16133	14305.7	365	4777
16134	603.7	38	4795
16135	517.6	21	5036
16136	709.4	37	4833
16138	-8.0	1	5142
16139	635.4	31	4792
16140	703.8	37	4826
16141	620.4	30	4862
16142	535.3	37	5023
16143	2400.0	117	4777
16144	175.2	1	5020
16145	3731.8	236	4782
16146	734.1	29	4931
16147	370.0	21	4907
16148	76.3	1	5070
16149	280.5	18	4778
16150	1847.0	132	4812
16152	1829.0	29	5042
16153	1804.4	88	4823
16156	3024.6	139	4782
16157	644.2	19	4789
16159	348.2	14	5055
16160	1009.5	22	4838
16161	5353.0	502	4775
16162	37.4	2	5026
16163	441.6	7	4999
16164	802.5	35	4791
16168	3770.6	99	4784
16169	1823.0	85	4782
16170	1880.4	127	4824
16171	73.2	3	4833
16172	1135.2	68	4869
16173	1406.6	87	4789
16174	1009.6	23	4900
16175	1037.6	58	4868
16177	332.0	15	4824
16178	197.9	8	4912
16179	210.8	10	4834
16180	10217.5	176	4874
16181	305.5	11	4847
16182	6617.7	28	4846
16183	338.7	15	4841
16184	1155.5	46	4838
16185	529.4	31	4790
16186	3981.4	218	4796
16187	6836.2	296	4805
16188	981.9	67	4818
16189	215.5	11	4789
16190	215.1	6	4814
16191	4872.5	150	4776
16193	314.5	19	5010
16198	400.7	15	4849
16200	1080.6	179	4778
16201	1821.5	115	4777
16202	365.3	18	5134
16203	589.2	36	4832
16204	405.7	57	4797
16205	761.4	98	4804
16206	537.1	63	4828
16207	394.4	19	4799
16208	664.3	66	4818
16209	2262.6	46	4862
16210	21086.3	123	4775
16211	542.8	24	4855
16212	681.2	43	4793
16213	159.0	6	4852
16214	1062.7	44	4944
16215	242.4	14	4854
16216	914.9	37	5041
16217	259.4	19	5009
16218	3054.9	90	4803
16221	864.9	97	4810
16222	838.9	134	5092
16224	1259.8	91	4831
16225	1096.3	134	4818
16226	255.1	8	4977
16227	308.3	7	4993
16229	1010.6	47	4861
16230	542.0	35	4963
16232	983.2	38	4806
16233	422.1	25	4845
16235	858.4	48	4814
16236	432.2	20	4852
16239	372.9	21	4830
16240	3693.8	142	4782
16241	2601.0	660	4783
16242	3598.3	295	4782
16243	409.1	51	4807
16244	1473.0	88	4985
16245	1352.4	93	4797
16247	114.6	16	4944
16248	152.9	7	4835
16249	1800.1	69	4826
16250	389.4	24	5035
16252	-295.1	21	5140
16253	3665.6	124	4805
16255	2600.7	270	4790
16256	732.6	14	5031
16257	47.0	2	4950
16258	5203.5	135	4819
16260	1035.5	18	4824
16261	738.0	120	4791
16262	-31.7	3	5134
16265	5343.8	255	4783
16266	861.9	61	4847
16268	657.6	43	4845
16270	1123.5	53	5127
16271	1423.3	134	4776
16272	411.7	25	4890
16274	347.5	65	5147
16275	559.9	33	4970
16276	810.6	6	4950
16278	537.8	25	4797
16279	1496.7	109	4795
16281	2062.1	17	4846
16282	168.3	11	5113
16283	1526.5	167	4779
16284	824.0	109	4805
16287	142.5	8	4943
16292	280.9	19	4891
16293	2236.7	120	4782
16295	1328.6	79	4783
16297	259.8	22	4986
16298	598.2	27	4796
16302	212.8	12	4881
16303	5305.8	167	4799
16305	361.2	22	4912
16306	602.3	44	4987
16308	2560.0	4	4811
16309	686.7	44	4865
16311	616.3	37	4791
16313	274.2	16	4777
16315	226.4	14	5104
16316	2755.6	156	4838
16317	1341.7	69	4893
16318	328.2	19	4809
16319	404.4	3	4991
16320	1038.5	56	4946
16321	230.7	16	4846
16322	326.8	37	4775
16323	207.5	1	4970
16324	419.3	117	4902
16325	510.5	20	4818
16326	3086.0	320	4779
16327	3844.2	319	4788
16330	242.2	41	4791
16332	1564.5	152	4802
16333	26626.8	45	4781
16337	151.1	10	4810
16338	214.8	11	4931
16339	110.0	20	5058
16340	545.2	152	4881
16341	1959.4	84	4798
16342	322.4	15	4849
16343	370.5	47	4790
16344	101.1	2	4932
16345	555.9	35	4818
16347	883.9	91	4785
16348	1456.7	234	4806
16349	53.5	9	5064
16350	1092.1	59	4795
16351	153.9	8	5106
16352	494.4	28	4791
16353	6675.7	94	4777
16354	395.8	39	4837
16356	199.8	30	4971
16357	658.9	34	4807
16358	2024.9	110	4775
16359	1460.4	70	4781
16360	3361.5	661	4778
16361	896.7	106	4783
16362	652.1	90	4806
16363	109.4	5	4827
16364	707.0	53	4785
16365	1537.5	50	4791
16366	327.3	18	4792
16367	794.4	128	4811
16368	497.4	76	4776
16369	1553.7	118	4792
16370	1320.6	228	4856
16372	367.9	97	4807
16374	471.1	108	4840
16376	977.5	128	4782
16377	676.2	5	5041
16378	362.9	23	5021
16379	2131.9	109	4778
16380	1780.6	32	4835
16383	660.9	101	4848
16384	584.5	33	4863
16385	555.9	59	4834
16386	317.2	88	4802
16387	94.4	4	5096
16389	1362.3	35	4827
16392	221.2	45	5043
16393	2938.1	357	4776
16394	1412.1	100	4824
16395	1472.1	207	4834
16398	1631.2	86	4918
16399	408.6	73	4793
16400	303.9	29	4868
16401	4061.2	198	4775
16402	292.8	59	5038
16403	161.1	15	5076
16404	443.1	23	4844
16405	167.3	5	5076
16406	163.1	63	4792
16407	2126.9	172	4786
16409	2026.8	231	4810
16411	214.6	45	4793
16412	151.8	35	4827
16413	262.2	31	4830
16414	126.3	7	4795
16415	210.3	54	4818
16416	1027.0	73	4800
16418	675.3	102	4818
16419	959.5	52	4886
16422	33805.7	399	4791
16423	328.8	17	4798
16424	82.6	6	4965
16425	302.7	21	5076
16426	1865.9	362	4776
16427	241.1	9	5037
16428	-3.0	1	4855
16429	284.6	2	4880
16430	300.9	6	4831
16431	642.8	83	4987
16432	287.4	8	4838
16433	179.2	16	4802
16434	1522.3	109	4803
16438	798.4	132	4779
16440	3640.7	282	4781
16441	381.2	24	4841
16442	614.8	172	4775
16444	636.7	85	4820
16445	230.5	63	4807
16446	2.9	2	4979
16447	196.6	34	4909
16448	178.4	19	4972
16449	625.2	41	4964
16450	311.9	11	4923
16451	267.0	14	4861
16454	-8.2	3	4818
16455	1841.2	99	4837
16456	2149.3	107	4873
16457	208.4	9	4992
16458	3482.7	202	4776
16460	810.0	134	4802
16461	151.4	33	4951
16462	102.0	4	4838
16463	1383.7	85	4795
16464	1310.1	233	4793
16466	1602.2	147	4807
16468	74.9	2	4848
16469	649.8	181	4797
16470	757.4	171	4825
16471	224.0	13	5048
16473	314.9	19	4938
16474	1811.5	368	4781
16475	544.3	28	4862
16477	2494.5	146	4837
16478	331.0	17	4799
16479	300.8	35	4784
16480	769.3	53	4849
16482	220.6	18	4789
16483	139.4	19	4966
16484	379.4	26	4947
16485	363.7	42	4851
16488	492.2	31	4807
16491	731.5	39	4820
16493	1329.7	62	4846
16494	826.5	50	5070
16495	662.1	94	4777
16496	1562.2	97	4782
16497	2926.0	134	4823
16498	86.1	16	4935
16499	319.1	22	5134
16500	400.9	11	4778
16503	1421.4	86	4880
16504	482.1	83	4799
16505	777.6	4	4805
16506	90.3	3	4793
16509	363.7	13	5070
16510	248.1	13	5146
16511	940.4	168	4795
16513	827.8	34	4778
16515	1627.1	113	4826
16516	101.7	6	4804
16517	162.7	17	5051
16518	476.2	41	4835
16519	215.1	13	4799
16520	1036.6	157	4960
16523	9275.7	296	4775
16525	11895.6	200	4776
16526	277.6	14	4945
16527	228.1	14	4855
16528	244.4	17	4777
16529	455.3	30	4964
16531	1244.6	77	4796
16532	6748.8	4	4791
16533	1018.1	178	4793
16535	588.7	30	4779
16536	539.0	56	4881
16539	1388.8	45	4776
16542	119.6	5	4827
16545	339.3	3	4938
16546	-106.1	30	5064
16549	4143.6	978	4784
16550	2266.3	261	4882
16551	922.1	32	4869
16552	379.7	17	5016
16553	5664.6	86	4937
16554	641.6	74	4777
16555	285.9	17	4809
16556	3313.8	207	4840
16557	281.9	11	4798
16558	8241.4	473	4774
16560	816.5	58	4795
16561	511.1	31	4779
16563	1077.7	19	4827
16565	173.7	3	5138
16566	614.0	19	4789
16567	865.6	35	4968
16569	124.2	5	4777
16570	3576.2	130	4782
16571	1285.2	106	4777
16572	999.7	58	4901
16573	648.4	46	4847
16574	451.4	28	4845
16579	-30.6	1	5139
16581	70.4	11	4929
16582	313.6	6	4887
16583	233.5	14	5147
16584	908.0	31	4854
16586	464.0	8	5022
16587	225.1	13	5006
16589	459.2	33	4845
16591	213.5	10	4842
16592	4039.4	220	4778
16593	325.3	26	4824
16594	181.1	53	4849
16595	360.2	85	4835
16596	250.1	12	4789
16597	90.0	7	4778
16598	140.7	11	5051
16600	764.2	58	4778
16601	244.8	31	4814
16602	494.7	32	4805
16603	482.5	34	4848
16607	3038.7	174	4791
16609	5451.0	280	4789
16610	75.7	6	4993
16611	121.0	11	4960
16612	1187.7	66	4806
16613	618.6	30	4844
16614	443.8	22	4956
16616	500.4	33	4789
16617	151.9	5	5009
16618	2630.6	97	4805
16619	204.4	16	5027
16620	179.0	9	4777
16621	813.5	29	4825
16623	129.5	5	5019
16624	810.6	48	4854
16625	333.1	23	5048
16626	4379.7	184	4774
16627	322.8	20	4853
16628	2183.0	119	4803
16629	417.7	64	4847
16633	2878.1	153	4791
16634	217.9	9	4996
16637	1124.6	72	4806
16638	1671.4	94	4796
16639	1169.4	52	4799
16641	231.1	12	4879
16642	679.8	35	4778
16643	487.5	27	5019
16644	833.8	62	4951
16647	214.1	14	4943
16648	265.8	20	4812
16650	518.4	24	4845
16652	6614.7	122	4827
16653	1166.9	76	4790
16654	595.0	31	4915
16655	3784.4	259	4791
16656	8568.2	80	4796
16657	933.6	208	4783
16658	123.2	8	5142
16659	39.1	2	4963
16660	810.4	17	4790
16665	135.4	9	5136
16666	104.9	29	4793
16667	520.2	50	4842
16668	306.7	20	4789
16669	1370.9	161	4797
16670	4017.4	261	4790
16671	1692.3	6	4802
16672	8093.6	117	4776
16674	319.0	97	4828
16676	1546.0	91	4807
16678	3013.4	169	4776
16679	129.8	3	5140
16680	183.7	10	4817
16681	1770.3	44	4846
16682	1028.0	30	4778
16684	65257.2	277	4778
16685	324.2	62	4835
16686	3038.4	587	4821
16688	1260.9	62	4775
16689	303.3	16	4849
16690	208.6	13	4817
16692	1276.0	3	5030
16693	482.0	60	4842
16696	657.9	10	4909
16697	112.8	21	5015
16698	1998.0	5	5000
16700	5029.5	311	4782
16701	5140.2	153	4782
16705	13946.1	284	4774
16706	531.3	123	4811
16708	656.6	27	4819
16709	3029.9	79	4858
16710	2470.3	401	4793
16711	1651.0	22	4777
16712	3635.3	445	4783
16713	6805.0	626	4792
16714	911.5	94	4992
16715	301.7	19	4852
16716	319.8	3	5040
16717	3278.4	236	4783
16718	623.8	45	5143
16719	1773.9	203	4788
16720	155.2	27	4800
16721	292.5	37	5036
16722	4711.2	228	4791
16723	589.1	43	4865
16725	748.6	146	5076
16726	1382.0	185	4800
16727	272.8	46	5138
16728	1042.2	265	4820
16729	7012.8	653	4810
16730	697.8	83	4826
16732	603.8	28	4805
16734	650.5	53	4826
16735	2269.2	128	4852
16737	417.6	1	4827
16738	3.8	1	5071
16739	312.6	16	4946
16742	0.0	4	4820
16743	2191.8	193	4803
16744	1272.0	238	4785
16745	6989.5	354	4860
16746	6694.3	452	4778
16747	827.0	45	4799
16748	1515.9	69	4791
16750	623.9	95	4818
16751	1764.7	25	4804
16752	207.5	9	5146
16753	214.2	32	4832
16754	2002.4	2	5146
16755	1484.6	176	4888
16756	239.4	13	4988
16757	106.8	7	5092
16758	369.3	22	4839
16759	772.8	43	4781
16761	316.6	13	4870
16762	1501.4	89	4793
16763	594.9	24	4959
16764	2736.3	705	4777
16765	34.0	1	5068
16766	1145.6	34	5047
16767	5560.8	221	4804
16768	458.0	58	4821
16769	380.4	40	5034
16770	733.3	144	4831
16771	2186.0	247	4807
16773	124.8	24	4831
16774	654.9	49	4841
16775	1557.5	155	4784
16776	388.1	75	4834
16777	213.6	49	4854
16778	245.9	16	4848
16779	9818.4	337	4776
16780	425.2	60	4874
16781	294.7	19	5139
16782	2242.3	197	4784
16784	107.6	3	4793
16788	597.5	155	4897
16789	80.8	5	4782
16790	1520.1	95	4777
16791	1706.3	322	4803
16792	110.4	12	5056
16793	243.8	16	4831
16794	1168.7	274	4775
16795	414.9	66	5139
16796	305.6	18	4863
16800	1201.5	164	4785
16801	867.8	119	4937
16803	332.3	24	4839
16804	537.0	60	4797
16805	450.7	96	4947
16806	801.5	103	4877
16807	1121.6	67	4916
16808	283.4	22	4873
16809	912.7	150	4797
16810	275.6	16	4966
16811	547.1	28	4778
16812	479.4	15	5134
16813	1668.5	433	4782
16814	6488.9	322	4788
16816	417.1	28	4877
16817	1447.0	95	4776
16818	3315.7	190	4784
16820	497.6	26	4869
16823	358.4	38	5001
16824	460.6	26	4789
16825	775.2	28	4812
16826	341.7	22	4825
16828	128.5	8	4867
16829	197.2	11	4930
16830	325.9	23	4812
16832	199.1	12	4958
16833	1106.5	47	4775
16834	413.5	24	5001
16835	180.9	10	4902
16836	251.9	11	4813
16837	3167.7	166	4805
16838	582.9	26	4971
16839	15051.8	295	4782
16841	1727.8	115	4810
16842	1260.4	64	4838
16843	10183.8	379	4816
16846	214.3	11	4824
16847	193.4	12	4817
16848	281.4	14	4826
16849	124.6	8	4960
16850	332.4	19	5107
16851	342.4	20	4778
16852	144.9	9	4784
16855	328.4	19	4797
16856	35.4	2	4788
16858	306.3	12	5140
16859	473.1	72	4880
16861	151.7	8	4833
16863	481.3	28	4803
16866	207.7	11	4914
16869	797.1	125	4796
16871	2761.5	139	4796
16872	680.0	7	4851
16873	7066.3	289	4778
16875	2023.5	123	4838
16877	847.0	158	4786
16878	0.0	6	4798
16880	1478.7	162	4804
16881	432.0	1	4840
16882	705.1	39	4840
16883	276.7	38	4961
16884	429.8	26	4811
16885	471.5	101	4789
16887	193.6	35	4809
16889	1578.7	135	4968
16891	803.0	202	4775
16892	496.8	101	4775
16893	145.9	45	5140
16895	217.8	67	4838
16897	213.0	44	5073
16898	431.4	158	4800
16899	1274.8	124	4781
16900	164.3	78	4785
16902	1706.9	44	4890
16903	373.2	60	4803
16904	3705.7	693	4778
16905	3085.5	209	4779
16906	579.1	92	4855
16907	975.4	149	4803
16909	364.1	19	4838
16910	1486.8	536	4778
16912	2528.7	105	4797
16913	113.4	8	5064
16914	208.5	38	4810
16915	621.7	57	4783
16916	571.6	142	4797
16917	391.5	9	5050
